,ADD_LIKE_BINARY_1,ADD_LIKE_BINARY_2,ADD_LIKE_BINARY_3,ADD_LIKE_BINARY_4,ADD_LIKE_BINARY_5,ADD_LIKE_BINARY_6,AGE,LIVING,STATE,GENDER
1306,0.0,0.0,0.0,0.0,0.0,0.0,33,2,17,1
1307,0.0,0.0,0.0,0.0,0.0,0.0,24,1,13,2
1308,0.0,0.0,0.0,0.0,0.0,0.0,24,3,2,2
1309,0.0,0.0,0.0,0.0,0.0,0.0,29,2,13,2
1310,0.0,0.0,0.0,0.0,0.0,0.0,27,2,42,1
1311,0.0,0.0,0.0,0.0,0.0,0.0,20,3,17,1
1312,0.0,0.0,0.0,0.0,0.0,0.0,25,2,23,1
1313,0.0,0.0,0.0,0.0,0.0,0.0,30,1,30,2
1314,0.0,0.0,0.0,0.0,0.0,0.0,41,3,33,1
1315,0.0,0.0,0.0,0.0,0.0,0.0,42,3,37,2
1316,0.0,0.0,0.0,0.0,0.0,0.0,35,3,11,1
1317,0.0,0.0,0.0,0.0,0.0,0.0,33,2,21,2
1318,0.0,0.0,0.0,0.0,0.0,0.0,22,2,9,2
1319,0.0,0.0,0.0,0.0,0.0,0.0,35,3,11,1
1320,0.0,0.0,0.0,0.0,0.0,0.0,19,3,35,2
1321,0.0,0.0,0.0,0.0,0.0,0.0,35,3,4,2
1322,0.0,0.0,0.0,0.0,0.0,0.0,35,3,4,2
1323,0.0,0.0,0.0,0.0,0.0,0.0,35,1,4,2
1324,0.0,0.0,0.0,0.0,0.0,0.0,21,2,14,1
1325,0.0,0.0,0.0,0.0,0.0,0.0,42,2,9,1
1326,0.0,0.0,0.0,0.0,0.0,0.0,40,3,32,1
1327,0.0,0.0,0.0,0.0,0.0,0.0,30,3,4,1
1328,0.0,0.0,0.0,0.0,0.0,0.0,32,3,33,2
1329,0.0,0.0,0.0,0.0,0.0,0.0,29,2,10,2
1330,0.0,0.0,0.0,0.0,0.0,0.0,44,3,5,2
1331,0.0,0.0,0.0,0.0,0.0,0.0,38,2,4,2
1332,0.0,0.0,0.0,0.0,0.0,0.0,32,2,22,1
1333,0.0,0.0,0.0,0.0,0.0,0.0,39,2,4,2
1334,0.0,0.0,0.0,0.0,0.0,0.0,29,3,13,2
1335,0.0,0.0,0.0,0.0,0.0,0.0,21,3,13,2
1336,0.0,0.0,0.0,0.0,0.0,0.0,19,3,30,2
1337,0.0,0.0,0.0,0.0,0.0,0.0,24,2,32,1
1338,0.0,0.0,0.0,0.0,0.0,0.0,40,3,10,1
1339,0.0,0.0,0.0,0.0,0.0,0.0,30,3,43,2
1340,0.0,0.0,0.0,0.0,0.0,0.0,44,2,43,1
1341,0.0,0.0,0.0,0.0,0.0,0.0,19,2,4,1
1342,0.0,0.0,0.0,0.0,0.0,0.0,23,3,43,1
1343,0.0,0.0,0.0,0.0,0.0,0.0,26,2,43,2
1344,0.0,0.0,0.0,0.0,0.0,0.0,29,3,32,2
1345,0.0,0.0,0.0,0.0,0.0,0.0,34,2,9,1
1346,0.0,0.0,0.0,0.0,0.0,0.0,41,3,32,1
1347,0.0,0.0,0.0,0.0,0.0,0.0,27,2,38,1
1348,0.0,0.0,0.0,0.0,0.0,0.0,28,1,9,2
1349,0.0,0.0,0.0,0.0,0.0,0.0,41,3,4,1
1350,0.0,0.0,0.0,0.0,0.0,0.0,39,3,38,2
1351,0.0,0.0,0.0,0.0,0.0,0.0,26,3,9,1
1352,0.0,0.0,0.0,0.0,0.0,0.0,20,2,10,2
1353,0.0,0.0,0.0,0.0,0.0,0.0,40,2,9,1
1354,0.0,0.0,0.0,0.0,0.0,0.0,32,3,36,1
1355,0.0,0.0,0.0,0.0,0.0,0.0,36,3,44,1
1356,0.0,0.0,0.0,0.0,0.0,0.0,22,2,35,1
1357,0.0,0.0,0.0,0.0,0.0,0.0,30,2,14,2
1358,0.0,0.0,0.0,0.0,0.0,0.0,22,3,30,1
1359,0.0,0.0,0.0,0.0,0.0,0.0,40,2,2,1
1360,0.0,0.0,0.0,0.0,0.0,0.0,19,3,32,1
1361,0.0,0.0,0.0,0.0,0.0,0.0,36,3,4,1
1362,0.0,0.0,0.0,0.0,0.0,0.0,34,3,9,1
1363,0.0,0.0,0.0,0.0,0.0,0.0,27,1,10,2
1364,0.0,0.0,0.0,0.0,0.0,0.0,18,1,17,2
1365,0.0,0.0,0.0,0.0,0.0,0.0,43,2,13,2
1366,0.0,0.0,0.0,0.0,0.0,0.0,28,3,13,1
1367,0.0,0.0,0.0,0.0,0.0,0.0,38,3,22,1
1368,0.0,0.0,0.0,0.0,0.0,0.0,27,2,9,1
1369,0.0,0.0,0.0,0.0,0.0,0.0,39,2,21,2
1370,0.0,0.0,0.0,0.0,0.0,0.0,30,3,43,2
1371,0.0,0.0,0.0,0.0,0.0,0.0,40,1,43,1
1372,0.0,0.0,0.0,0.0,0.0,0.0,36,1,22,1
1373,0.0,0.0,0.0,0.0,0.0,0.0,29,2,9,2
1374,0.0,0.0,0.0,0.0,0.0,0.0,23,1,42,2
1375,0.0,0.0,0.0,0.0,0.0,0.0,45,3,38,2
1376,0.0,0.0,0.0,0.0,0.0,0.0,34,2,38,1
1377,0.0,0.0,0.0,0.0,0.0,0.0,38,2,32,2
1378,0.0,0.0,0.0,0.0,0.0,0.0,40,3,4,1
1379,0.0,0.0,0.0,0.0,0.0,0.0,28,3,43,1
1380,0.0,0.0,0.0,0.0,0.0,0.0,32,2,17,2
1381,0.0,0.0,0.0,0.0,0.0,0.0,45,2,49,1
1382,0.0,0.0,0.0,0.0,0.0,0.0,26,2,3,2
1383,0.0,0.0,0.0,0.0,0.0,0.0,33,2,23,1
1384,0.0,0.0,0.0,0.0,0.0,0.0,31,3,34,1
1385,0.0,0.0,0.0,0.0,0.0,0.0,26,3,4,2
1386,0.0,0.0,0.0,0.0,0.0,0.0,38,2,47,2
1387,0.0,0.0,0.0,0.0,0.0,0.0,41,3,4,2
1388,0.0,0.0,0.0,0.0,0.0,0.0,30,3,10,2
1389,0.0,0.0,0.0,0.0,0.0,0.0,27,2,9,2
1390,0.0,0.0,0.0,0.0,0.0,0.0,33,2,4,2
1391,0.0,0.0,0.0,0.0,0.0,0.0,38,1,43,2
1392,0.0,0.0,0.0,0.0,0.0,0.0,29,3,9,1
1393,0.0,0.0,0.0,0.0,0.0,0.0,23,4,16,2
1394,0.0,0.0,0.0,0.0,0.0,0.0,40,2,12,2
1395,0.0,0.0,0.0,0.0,0.0,0.0,32,2,25,1
1396,0.0,0.0,0.0,0.0,0.0,0.0,26,2,22,2
1397,0.0,0.0,0.0,0.0,0.0,0.0,38,1,5,2
1398,0.0,0.0,0.0,0.0,0.0,0.0,40,1,43,1
1399,0.0,0.0,0.0,0.0,0.0,0.0,30,3,10,1
1400,0.0,0.0,0.0,0.0,0.0,0.0,34,3,32,2
1401,0.0,0.0,0.0,0.0,0.0,0.0,20,2,13,2
1402,0.0,0.0,0.0,0.0,0.0,0.0,20,2,22,1
1403,0.0,0.0,0.0,0.0,0.0,0.0,42,2,22,1
1404,0.0,0.0,0.0,0.0,0.0,0.0,36,2,35,1
1405,0.0,0.0,0.0,0.0,0.0,0.0,20,2,43,2
1406,0.0,0.0,0.0,0.0,0.0,0.0,36,3,44,1
1407,0.0,0.0,0.0,0.0,0.0,0.0,38,2,44,2
1408,0.0,0.0,0.0,0.0,0.0,0.0,24,2,23,2
1409,0.0,0.0,0.0,0.0,0.0,0.0,35,1,2,1
1410,0.0,0.0,0.0,0.0,0.0,0.0,30,3,8,1
1411,0.0,0.0,0.0,0.0,0.0,0.0,36,3,9,1
1412,0.0,0.0,0.0,0.0,0.0,0.0,35,3,9,1
1413,0.0,0.0,0.0,0.0,0.0,0.0,29,3,9,2
1414,0.0,0.0,0.0,0.0,0.0,0.0,20,2,44,2
1415,0.0,0.0,0.0,0.0,0.0,0.0,41,3,32,1
1416,0.0,0.0,0.0,0.0,0.0,0.0,30,2,4,2
1417,0.0,0.0,0.0,0.0,0.0,0.0,19,3,13,1
1418,0.0,0.0,0.0,0.0,0.0,0.0,35,2,49,1
1419,0.0,0.0,0.0,0.0,0.0,0.0,23,3,30,2
1420,0.0,0.0,0.0,0.0,0.0,0.0,19,3,28,1
1421,0.0,0.0,0.0,0.0,0.0,0.0,29,2,10,1
1422,0.0,0.0,0.0,0.0,0.0,0.0,25,3,43,2
1423,0.0,0.0,0.0,0.0,0.0,0.0,36,3,9,2
1424,0.0,0.0,0.0,0.0,0.0,0.0,36,2,35,2
1425,0.0,0.0,0.0,0.0,0.0,0.0,42,2,38,1
1426,0.0,0.0,0.0,0.0,0.0,0.0,25,3,32,2
1427,0.0,0.0,0.0,0.0,0.0,0.0,44,2,10,1
1428,0.0,0.0,0.0,0.0,0.0,0.0,29,3,13,2
1429,0.0,0.0,0.0,0.0,0.0,0.0,40,2,21,1
1430,0.0,0.0,0.0,0.0,0.0,0.0,41,2,9,2
1431,0.0,0.0,0.0,0.0,0.0,0.0,43,2,43,2
1432,0.0,0.0,0.0,0.0,0.0,0.0,39,2,9,1
1433,0.0,0.0,0.0,0.0,0.0,0.0,34,2,9,1
1434,0.0,0.0,0.0,0.0,0.0,0.0,31,2,22,2
1435,0.0,0.0,0.0,0.0,0.0,0.0,27,3,7,2
1436,0.0,0.0,0.0,0.0,0.0,0.0,35,2,46,2
1437,0.0,0.0,0.0,0.0,0.0,0.0,31,2,10,2
1438,0.0,0.0,0.0,0.0,0.0,0.0,40,2,40,1
1439,0.0,0.0,0.0,0.0,0.0,0.0,24,2,25,2
1440,0.0,0.0,0.0,0.0,0.0,0.0,40,2,36,2
1441,0.0,0.0,0.0,0.0,0.0,0.0,36,2,23,2
1442,0.0,0.0,0.0,0.0,0.0,0.0,36,1,35,2
1443,0.0,0.0,0.0,0.0,0.0,0.0,33,2,13,2
1444,0.0,0.0,0.0,0.0,0.0,0.0,35,3,38,1
1445,0.0,0.0,0.0,0.0,0.0,0.0,38,2,20,1
1446,0.0,0.0,0.0,0.0,0.0,0.0,28,3,38,2
1447,0.0,0.0,0.0,0.0,0.0,0.0,27,3,4,1
1448,0.0,0.0,0.0,0.0,0.0,0.0,39,2,23,1
1449,0.0,0.0,0.0,0.0,0.0,0.0,23,2,38,1
1450,0.0,0.0,0.0,0.0,0.0,0.0,43,2,38,2
1451,0.0,0.0,0.0,0.0,0.0,0.0,40,3,27,1
1452,0.0,0.0,0.0,0.0,0.0,0.0,18,3,30,2
1453,0.0,0.0,0.0,0.0,0.0,0.0,28,2,44,2
1454,0.0,0.0,0.0,0.0,0.0,0.0,36,1,17,1
1455,0.0,0.0,0.0,0.0,0.0,0.0,25,3,4,1
1456,0.0,0.0,0.0,0.0,0.0,0.0,36,2,4,2
1457,0.0,0.0,0.0,0.0,0.0,0.0,22,2,29,2
1458,0.0,0.0,0.0,0.0,0.0,0.0,20,2,29,2
1459,0.0,0.0,0.0,0.0,0.0,0.0,37,3,42,1
1460,0.0,0.0,0.0,0.0,0.0,0.0,23,2,30,1
1461,0.0,0.0,0.0,0.0,0.0,0.0,34,3,43,1
1462,0.0,0.0,0.0,0.0,0.0,0.0,43,2,32,2
1463,0.0,0.0,0.0,0.0,0.0,0.0,37,2,43,2
1464,0.0,0.0,0.0,0.0,0.0,0.0,31,2,22,2
1465,0.0,0.0,0.0,0.0,0.0,0.0,30,3,4,1
1466,0.0,0.0,0.0,0.0,0.0,0.0,19,1,43,2
1467,0.0,0.0,0.0,0.0,0.0,0.0,22,2,4,1
1468,0.0,0.0,0.0,0.0,0.0,0.0,31,3,4,2
1469,0.0,0.0,0.0,0.0,0.0,0.0,42,2,9,1
1470,0.0,0.0,0.0,0.0,0.0,0.0,20,1,4,2
1471,0.0,0.0,0.0,0.0,0.0,0.0,34,3,10,1
1472,0.0,0.0,0.0,0.0,0.0,0.0,33,3,9,1
1473,0.0,0.0,0.0,0.0,0.0,0.0,20,2,43,1
1474,0.0,0.0,0.0,0.0,0.0,0.0,20,3,0,1
1475,0.0,0.0,0.0,0.0,0.0,0.0,45,1,5,1
1476,0.0,0.0,0.0,0.0,0.0,0.0,20,2,4,1
1477,0.0,0.0,0.0,0.0,0.0,0.0,22,2,4,1
1478,0.0,0.0,0.0,0.0,0.0,0.0,42,2,46,2
1479,0.0,0.0,0.0,0.0,0.0,0.0,20,3,33,2
1480,0.0,0.0,0.0,0.0,0.0,0.0,42,3,4,2
1481,0.0,0.0,0.0,0.0,0.0,0.0,37,3,31,1
1482,0.0,0.0,0.0,0.0,0.0,0.0,18,2,21,2
1483,0.0,0.0,0.0,0.0,0.0,0.0,30,2,21,1
1484,0.0,0.0,0.0,0.0,0.0,0.0,33,3,5,2
1485,0.0,0.0,0.0,0.0,0.0,0.0,44,2,30,2
1486,0.0,0.0,0.0,0.0,0.0,0.0,18,2,4,2
1487,0.0,0.0,0.0,0.0,0.0,0.0,19,2,13,1
1488,0.0,0.0,0.0,0.0,0.0,0.0,18,3,4,2
1489,0.0,0.0,0.0,0.0,0.0,0.0,18,2,6,2
1490,0.0,0.0,0.0,0.0,0.0,0.0,19,2,30,2
1491,0.0,0.0,0.0,0.0,0.0,0.0,44,3,9,2
1492,0.0,0.0,0.0,0.0,0.0,0.0,18,1,15,2
1493,0.0,0.0,0.0,0.0,0.0,0.0,19,3,10,1
1494,0.0,0.0,0.0,0.0,0.0,0.0,21,1,10,2
1495,0.0,0.0,0.0,0.0,0.0,0.0,30,3,32,1
1496,0.0,0.0,0.0,0.0,0.0,0.0,21,3,0,1
1497,0.0,0.0,0.0,0.0,0.0,0.0,44,3,38,1
1498,0.0,0.0,0.0,0.0,0.0,0.0,22,3,32,1
1499,0.0,0.0,0.0,0.0,0.0,0.0,35,2,43,2
1500,0.0,0.0,0.0,0.0,0.0,0.0,41,2,38,1
1501,0.0,0.0,0.0,0.0,0.0,0.0,22,2,3,1
1502,0.0,0.0,0.0,0.0,0.0,0.0,22,2,13,2
1503,0.0,0.0,0.0,0.0,0.0,0.0,19,4,31,2
1504,0.0,0.0,0.0,0.0,0.0,0.0,21,2,18,1
1505,0.0,0.0,0.0,0.0,0.0,0.0,20,2,4,1
1506,0.0,0.0,0.0,0.0,0.0,0.0,29,2,38,2
1507,0.0,0.0,0.0,0.0,0.0,0.0,21,2,28,2
1508,0.0,0.0,0.0,0.0,0.0,0.0,19,2,22,2
1509,0.0,0.0,0.0,0.0,0.0,0.0,21,2,32,1
1510,0.0,0.0,0.0,0.0,0.0,0.0,33,1,32,1
1511,0.0,0.0,0.0,0.0,0.0,0.0,38,3,47,1
1512,0.0,0.0,0.0,0.0,0.0,0.0,21,3,20,2
1513,0.0,0.0,0.0,0.0,0.0,0.0,19,2,22,2
1514,0.0,0.0,0.0,0.0,0.0,0.0,45,2,46,2
1515,0.0,0.0,0.0,0.0,0.0,0.0,18,1,15,1
1516,0.0,0.0,0.0,0.0,0.0,0.0,41,2,35,2
1517,0.0,0.0,0.0,0.0,0.0,0.0,40,2,40,2
1518,0.0,0.0,0.0,0.0,0.0,0.0,38,3,9,1
1519,0.0,0.0,0.0,0.0,0.0,0.0,32,3,49,2
1520,0.0,0.0,0.0,0.0,0.0,0.0,36,2,13,2
1521,0.0,0.0,0.0,0.0,0.0,0.0,30,3,4,2
1522,0.0,0.0,0.0,0.0,0.0,0.0,18,3,33,2
1523,0.0,0.0,0.0,0.0,0.0,0.0,44,3,13,2
1524,0.0,0.0,0.0,0.0,0.0,0.0,28,3,30,1
1525,0.0,0.0,0.0,0.0,0.0,0.0,36,3,32,1
1526,0.0,0.0,0.0,0.0,0.0,0.0,33,2,6,2
1527,0.0,0.0,0.0,0.0,0.0,0.0,30,3,37,1
1528,0.0,0.0,0.0,0.0,0.0,0.0,27,2,46,1
1529,0.0,0.0,0.0,0.0,0.0,0.0,41,3,47,2
1530,0.0,0.0,0.0,0.0,0.0,0.0,38,3,38,1
1531,0.0,0.0,0.0,0.0,0.0,0.0,45,1,32,2
1532,0.0,0.0,0.0,0.0,0.0,0.0,30,3,43,1
1533,0.0,0.0,0.0,0.0,0.0,0.0,36,2,5,1
1534,0.0,0.0,0.0,0.0,0.0,0.0,33,2,32,2
1535,0.0,0.0,0.0,0.0,0.0,0.0,32,2,33,2
1536,0.0,0.0,0.0,0.0,0.0,0.0,41,2,35,1
1537,0.0,0.0,0.0,0.0,0.0,0.0,35,2,13,2
1538,0.0,0.0,0.0,0.0,0.0,0.0,37,3,9,2
1539,0.0,0.0,0.0,0.0,0.0,0.0,34,1,35,1
1540,0.0,0.0,0.0,0.0,0.0,0.0,42,2,37,1
1541,0.0,0.0,0.0,0.0,0.0,0.0,29,2,21,1
1542,0.0,0.0,0.0,0.0,0.0,0.0,35,3,9,2
1543,0.0,0.0,0.0,0.0,0.0,0.0,30,1,13,1
1544,0.0,0.0,0.0,0.0,0.0,0.0,42,2,43,1
1545,0.0,0.0,0.0,0.0,0.0,0.0,40,2,20,1
1546,0.0,0.0,0.0,0.0,0.0,0.0,39,3,49,2
1547,0.0,0.0,0.0,0.0,0.0,0.0,23,2,32,2
1548,0.0,0.0,0.0,0.0,0.0,0.0,30,2,9,1
1549,0.0,0.0,0.0,0.0,0.0,0.0,34,3,32,2
1550,0.0,0.0,0.0,0.0,0.0,0.0,31,2,43,2
1551,0.0,0.0,0.0,0.0,0.0,0.0,34,2,4,1
1552,0.0,0.0,0.0,0.0,0.0,0.0,37,3,9,2
1553,0.0,0.0,0.0,0.0,0.0,0.0,32,3,9,1
1554,0.0,0.0,0.0,0.0,0.0,0.0,38,3,9,1
1555,0.0,0.0,0.0,0.0,0.0,0.0,38,3,25,1
1556,0.0,0.0,0.0,0.0,0.0,0.0,31,2,22,1
1557,0.0,0.0,0.0,0.0,0.0,0.0,45,1,4,1
1558,0.0,0.0,0.0,0.0,0.0,0.0,30,2,35,2
1559,0.0,0.0,0.0,0.0,0.0,0.0,31,1,33,2
1560,0.0,0.0,0.0,0.0,0.0,0.0,35,3,4,1
1561,0.0,0.0,0.0,0.0,0.0,0.0,45,3,28,2
1562,0.0,0.0,0.0,0.0,0.0,0.0,28,2,43,1
1563,0.0,0.0,0.0,0.0,0.0,0.0,30,3,43,2
1564,0.0,0.0,0.0,0.0,0.0,0.0,27,1,13,1
1565,0.0,0.0,0.0,0.0,0.0,0.0,38,3,32,2
1566,0.0,0.0,0.0,0.0,0.0,0.0,42,3,5,2
1567,0.0,0.0,0.0,0.0,0.0,0.0,23,2,14,1
1568,0.0,0.0,0.0,0.0,0.0,0.0,43,1,24,2
1569,0.0,0.0,0.0,0.0,0.0,0.0,27,2,21,2
1570,0.0,0.0,0.0,0.0,0.0,0.0,45,1,42,1
1571,0.0,0.0,0.0,0.0,0.0,0.0,40,3,30,1
1572,0.0,0.0,0.0,0.0,0.0,0.0,37,2,21,2
1573,0.0,0.0,0.0,0.0,0.0,0.0,43,3,43,2
1574,0.0,0.0,0.0,0.0,0.0,0.0,41,1,44,2
1575,0.0,0.0,0.0,0.0,0.0,0.0,38,1,39,2
1576,0.0,0.0,0.0,0.0,0.0,0.0,41,3,7,1
1577,0.0,0.0,0.0,0.0,0.0,0.0,31,2,9,1
1578,0.0,0.0,0.0,0.0,0.0,0.0,37,3,9,1
1579,0.0,0.0,0.0,0.0,0.0,0.0,36,1,22,1
1580,0.0,0.0,0.0,0.0,0.0,0.0,28,1,27,2
1581,0.0,0.0,0.0,0.0,0.0,0.0,29,2,46,2
1582,0.0,0.0,0.0,0.0,0.0,0.0,34,1,35,1
1583,0.0,0.0,0.0,0.0,0.0,0.0,26,3,36,2
1584,0.0,0.0,0.0,0.0,0.0,0.0,30,2,2,2
1585,0.0,0.0,0.0,0.0,0.0,0.0,24,2,32,2
1586,0.0,0.0,0.0,0.0,0.0,0.0,41,2,44,2
1587,0.0,0.0,0.0,0.0,0.0,0.0,36,1,43,1
1588,0.0,0.0,0.0,0.0,0.0,0.0,24,2,10,2
1589,0.0,0.0,0.0,0.0,0.0,0.0,29,3,13,1
1590,0.0,0.0,0.0,0.0,0.0,0.0,30,2,13,2
1591,0.0,0.0,0.0,0.0,0.0,0.0,36,2,2,1
1592,0.0,0.0,0.0,0.0,0.0,0.0,33,3,4,1
1593,0.0,0.0,0.0,0.0,0.0,0.0,29,3,41,1
1594,0.0,0.0,0.0,0.0,0.0,0.0,34,3,42,1
1595,0.0,0.0,0.0,0.0,0.0,0.0,39,3,43,2
1596,0.0,0.0,0.0,0.0,0.0,0.0,43,2,4,1
1597,0.0,0.0,0.0,0.0,0.0,0.0,33,3,32,1
1598,0.0,0.0,0.0,0.0,0.0,0.0,31,2,40,1
1599,0.0,0.0,0.0,0.0,0.0,0.0,39,2,22,1
1600,0.0,0.0,0.0,0.0,0.0,0.0,33,3,47,1
1601,0.0,0.0,0.0,0.0,0.0,0.0,27,3,40,2
1602,0.0,0.0,0.0,0.0,0.0,0.0,24,2,31,1
1603,0.0,0.0,0.0,0.0,0.0,0.0,44,2,2,2
1604,0.0,0.0,0.0,0.0,0.0,0.0,43,3,9,2
1605,0.0,0.0,0.0,0.0,0.0,0.0,29,3,8,2
1606,0.0,0.0,0.0,0.0,0.0,0.0,43,2,4,1
1607,0.0,0.0,0.0,0.0,0.0,0.0,38,3,47,1
1608,0.0,0.0,0.0,0.0,0.0,0.0,32,2,2,2
1609,0.0,0.0,0.0,0.0,0.0,0.0,30,2,0,2
1610,0.0,0.0,0.0,0.0,0.0,0.0,45,1,17,1
1611,0.0,0.0,0.0,0.0,0.0,0.0,40,2,35,2
1612,0.0,0.0,0.0,0.0,0.0,0.0,30,1,35,2
1613,0.0,0.0,0.0,0.0,0.0,0.0,40,3,31,2
1614,0.0,0.0,0.0,0.0,0.0,0.0,45,3,16,2
1615,0.0,0.0,0.0,0.0,0.0,0.0,25,3,42,1
1616,0.0,0.0,0.0,0.0,0.0,0.0,41,2,35,1
1617,0.0,0.0,0.0,0.0,0.0,0.0,23,3,32,1
1618,0.0,0.0,0.0,0.0,0.0,0.0,23,2,43,1
1619,0.0,0.0,0.0,0.0,0.0,0.0,44,3,4,2
1620,0.0,0.0,0.0,0.0,0.0,0.0,24,3,9,1
1621,0.0,0.0,0.0,0.0,0.0,0.0,30,3,0,1
1622,0.0,0.0,0.0,0.0,0.0,0.0,22,2,32,2
1623,0.0,0.0,0.0,0.0,0.0,0.0,29,3,32,1
1624,0.0,0.0,0.0,0.0,0.0,0.0,34,2,35,2
1625,0.0,0.0,0.0,0.0,0.0,0.0,39,1,4,2
1626,0.0,0.0,0.0,0.0,0.0,0.0,43,2,43,2
